ID,名称,描述,说明
70016,生物組,生物組%1,
70017,生物的外觀,%1的外觀,
70018,生物組,生物組%1,
70019,生物類型組,生物類型組%1,
70020,生物,生物%1,
70021,生物類型名,%1的類型名,
70022,生物類型描述,%1的插件描述,
80001,生物組中生物的數量,%1中生物的數量,
80002,生物組中指定編號的生物,%1中編號爲%2的生物,
80003,生物組中的隨機生物,%1中的隨機生物,
80004,隊伍中的所有生物,%1中的所有生物,
80005,區域中的所有生物,%1中的所有生物,
80006,觸發事件的生物,觸發事件的生物,
80007,事件中的目標生物,事件中的目標生物,
80008,觸發事件的生物類型,觸發事件的生物類型,
80009,事件中的目標生物類型,事件中的目標生物類型,
80010,最後創建的生物,最後創建的生物,
80011,最後創建的生物類型,最後創建的生物類型,
80012,發射投擲物的生物,發射投擲物的生物,
90001,掉落物的位置,%1的位置,
90002,掉落物的數量,%1的數量,
90003,玩家揹包發生改變的道具的數量,玩家揹包發生改變的道具的數量,
90004,道具的類型名,%1的類型名,
90008,掉落物的類型,%1的類型,
90009,道具類型,道具類型%1,
90012,道具類型組,道具類型組%1,
90013,隨機道具類型,隨機道具類型,
90014,事件中的道具類型,事件中的道具類型,
90015,觸發事件的投擲物,觸發事件的投擲物,
90016,事件中的掉落物,事件中的掉落物,
90017,事件中的道具數量,事件中的道具數量,
90018,最後創建的道具類型,最後創建的道具類型,
90019,道具類型描述,%1的插件描述,
90020,道具的屬性,%1的%2,
