ID,名字,描述,购买提示,特别效果1描述,特别效果2描述,特别效果3描述,特别效果4描述,特别效果5描述,特别效果6描述
211,منارة,طبول الحرب تدق. اين عدوي حرائق المنارة في السماء تحرس الوطن دون خوف من الموت والجرح. الغضب يتحول إلى نية قتالية. الإيمان دائمًا في قلبي ، وسيأتي التنين الدائري مرة أخرى في النهاية!,يمكن الحصول على فتح العنصر في الحدث,أفاتار: فكّ قفل الصورة الشخصيّة,تأثيرات الجسم: شرارات تطفو من الجسم.,@Null@,,,
212,شاعر حالمة,"يستطيع وو ركوب الخيل والسيوف المتأرجحة. ويمكن أن يرسم ون القصائد.
إنها فقط لا تقهر! """,@Null@,أفاتار: فكّ قفل الصورة الشخصيّة,تأثيرات الجسم: أزهار وردية تطفو من الجسم.,@Null@,,,
213,كابتن كرة القدم,أصبح الصبي الذي كان يلعب حافي القدمين في الشارع الآن نسرًا لا يمكن إيقافه في الملعب الأخضر ، يراوغ الكرة ويتفوق باستمرار ويسدد بقوة. يصنع التاريخ ويقود فريقه للفوز مرة أخرى.,@Null@,أفاتار: فكّ قفل الصورة الشخصيّة,@Null@,@Null@,,,
214,شيرلي,آلاف السنين من الرياح والثلج تهب على قلب غير بارد ودافئ. من حسن الحظ أن يكون لديك رجل ثلج رفيقك. كل ما أريده هو أن الثلج لا يذوب.,@Null@,أفاتار: فكّ قفل الصورة الشخصيّة,آثار الأقدام: اترك آثار أقدام ندفة الثلج أينما تمشي.,@Null@,,,
215,بودي,"يعيش بودي في جنوب شرق آسيا الجميلة ، والأزياء مرادفة له.
المفضل لديه هو ركوب دراجة نارية على طول الساحل والاستمتاع بنسيم البحر مع أصدقائه .",@Null@,أفاتار: فكّ قفل الصورة الشخصيّة,@Null@,@Null@,,,
216,إلهة,ترقص ديوي ما علمتها جدتها إياها عندما كانت طفلة. يعيد الرقص ذكرياتها القديمة عن الشمس ونسيم البحر والرائحة المنعشة لأوراق النخيل.,@Null@,أفاتار: فكّ قفل الصورة الشخصيّة,@Null@,@Null@,,,
217,شادوبرينجر,راقصة سريعة ودقيقة مخبأة في الظل. خفة حركتها وغطاء محركها الأخضر الداكن هي السمات المميزة لها. لا يعرف الناس اسمها. إنهم يعرفون فقط أنه في ظل النجوم والقمر ، ستكون هناك امرأة غامضة تعاقب الأشرار.,@Null@,أفاتار: فكّ قفل الصورة الشخصيّة,@Null@,@Null@,,,
218,لوتس أميرة,يأتي تصميم Princess Lotus من بطولة Miniworld Vietnamese Design Design Contest Bermain. تنانير Lolita والسترات القصيرة تجمع بين اللطيف والطين ، جنبًا إلى جنب مع الجماليات التقليدية الفيتنامية والعناصر الحديثة. عبور القديم والحديث ، خطوة بخطوة ، احتضان جين سوي ، لمجرد مقابلتك.,@Null@,أفاتار: فكّ قفل الصورة الشخصيّة,المؤثرات الخاصة البدنية: لوتس منتشرة على الجسم!,@Null@,,,
219,كابوس القمر,صراعها مع أختها جعلها كابوس أميرة القمر. بعد أن أثرت عليها بعض الطاقة المتناغمة ، اختارت العودة إلى جانب أختها. إنها لطيفة للغاية وتخشى أن تكون وحيدة. إنها قريبة من شعب مملكتها.,@Null@,أفاتار: فكّ قفل الصورة الشخصيّة,تأثيرات الجسم: ضوء النجوم يطفو من الجسم.,@Null@,,,
220,جليشيتا,يظهر ركن الشارع آثاري. Graffitis سجل ذكرياتي. هناك حب يتم تسليمه وراء كل فن من أعمالي.,@Null@,أفاتار: فكّ قفل الصورة الشخصيّة,آثار الأقدام: اترك آثار أقدام الكتابة على الجدران أينما تمشي.,@Null@,,,
221,ليكو,كانت الكتابة على الجدران شغفي. لقد عبرت عن شعوري من خلال أعمالي. الكتابة على الجدران هي حبي. رشها ، إنه فن الشارع.,@Null@,أفاتار: فكّ قفل الصورة الشخصيّة,آثار الأقدام: اترك آثار أقدام الكتابة على الجدران أينما تمشي.,@Null@,,,
222,أيقظ نيني,انقطعت ريشة النسر عبر السماء. طاف الصولجان المنطقة. يشرفني أن أحافظ على سلامة قبيلتي!,@Null@,أفاتار: فكّ قفل الصورة الشخصيّة,تأثيرات الجسم: جزيئات الطاقة العائمة من الجسم.,@Null@,,,
223,أيقظ كاكا,بدون نار ، تنطفئ شمعة. هل يمكن للطموح أن يبقى بعد كل المصاعب؟ الشاب دائما يمشي وحده!,@Null@,أفاتار: فكّ قفل الصورة الشخصيّة,تأثيرات الجسم: جزيئات الطاقة العائمة من الجسم.,@Null@,,,
224,الجرس الفضي,بعقلها الذكي وأبحاثها الجادة ، حلت Yinling ظاهرة زنبق الوادي السام ، وأصبحت عالمة سحرية في الحفاظ على النباتات ورمز الوصي على زنبق البلاتين من الوادي في قلوب الناس. الآن ، تستكشف المزيد من ألغاز النباتات السحرية لـ Arcane Star مع Hua Youyou!,,صورة الملف الشخصي: فتح صورة الملف الشخصي.,آثار أقدام المشي: تُترك آثار أقدام زنبق الوادي البلاتيني حيث تمشي.,,,,
225,كريل,"تذوق منتجات Baiwei المثلجة واستكشف الأسرار الموجودة على طرف لسانك. 
 براعم تذوق عبقرية ، تتحول إلى سحر. 
 حققت العديد من التجارب الكمال.",,صورة الملف الشخصي: فتح صورة الملف الشخصي.,تأثيرات الجسم: أوراق الليمون والنعناع تطفو!,#cda5b0aيقتصر  على إخراج صندوق هدايا Dream Building #n,,,
226,شينغ تيانكسيا,Xingtian Armor جيد في القتال براحة يده ، لذا فإن معظم حيل فنون الدفاع عن النفس هي تقنيات النخيل. من بين الدروع الثلاثة ، لديها قدرات متوسطة ولديها قدرات هجومية ودفاعية. وهو أيضا الدرع الخاص لقائد فريق دورية الدروع ويلعب دورا رئيسيا في فريق الدروع.,,صورة الملف الشخصي: فتح صورة الملف الشخصي.,المشي آثار أقدام: ترك آثار أقدام الطوطم Xingtian حيث تمشي.,,,,
227,نسر الرياح,درع نسر الرياح هو محارب مدرع باللون الأزرق كاللون الرئيسي والنسر كالطوطم. محارب يتكون من مزيج من المستدعي ودرع نسر الرياح من الخشب. من بين العناصر الخمسة ، ينتمي إلى الخشب ، الأسرع بين المحاربين الخمسة ، وهو محارب سريع القتال.,,صورة الملف الشخصي: فتح صورة الملف الشخصي.,آثار أقدام المشي: اترك آثار أقدام نسر الرياح حيث تمشي.,#cda5b0a فقط #n,,,
228,رابونزيل ، لولا,"البكاء على المبنى الشاهق ، الصوت في أذني ، لكن لا أحد يهتم 
 من السهل الحصول على توبيخ الله القاسي ، ولا يزال من المحتم أن تكون قاسيًا 
 حتى تختفي المعجزة ويغادر الملاك 
 تركت وحيدة وقاحلة ، لا أعرف كم سنة من التناسخ",,صورة الملف الشخصي: فتح صورة الملف الشخصي.,تأثيرات الجسم: بتلات وأوراق تنجرف من الجسم!,,,,
229,ميجيا,Mei Jia ، صانع سلاح وميكا رائع من زمان ومكان غامضين ، مليء بالأدوات الدقيقة عالية التقنية: نسيج السترة خاص ويبدو أنه غير معرض للخطر ، تومض الكلمات المضاءة بكثافة على عدسات النظارات من وقت لآخر ، ويقال إن الجهاز الغريب خلفه يحتوي على طاقة قوية. كما يمكن استخدامه كمدفع في حالة الحاجة ، أو... تأرجح للتغلب على الأشرار!,,صورة الملف الشخصي: فتح صورة الملف الشخصي.,تأثيرات الجسم: ومضات ميكانيكية على الجسم!,,,,
230,Qimeng Linghu · هوايانغ,كوابيس لا تنسى تغطي الشمس ، وعدم الثبات يكسر الشباب. المس أوتار البيانو لإرسال الألحان والأفكار ، يسقط المطر ويتفرق الناس في النهاية ، ولم نر بعضنا البعض منذ ذلك الحين.,,التغييرات الخاصة: اللعبة يمكن أن ندرك وظيفة تغيير الألوان ، وتغيير الشكل والدولة!,إطار الصورة الرمزية وتأثيرات الجسم: إطار الصورة الرمزية الحصري مع الكاميليا الحمراء الفاتحة التي تطفو حولها!,#cda5b0a تغيير اللون: انقر فوق الزر الأيسر لتغيير اللون لتبديل الثعلب إلى الحالة الساذجة المشاغب. #n,#cda5b0a تغيير اللون: انقر فوق الزر الأيسر لتغيير اللون ، يمكنك تبديل الثعلب إلى حالة رائعة براقة. #n,#cda5b0a تقتصر على إخراج مربع هدية شينغهوى #n,
231,Qimeng Linghu · هوايانغ,أتذكر أن الزهور تتفتح في جميع أنحاء الجبال ، والأغنية مليئة بالرخاء. مرت السنوات بمنزل توري ، عندما كان هناك ضحك وضجيج ، وأزهر ضوء الربيع في الين.,,التغييرات الخاصة: اللعبة يمكن أن ندرك وظيفة تغيير الألوان ، وتغيير الشكل والدولة!,إطار الصورة الرمزية وتأثيرات الجسم: إطار الصورة الرمزية الحصري مع الكاميليا الحمراء الكبيرة التي تطفو حولها!,#cda5b0a تغيير اللون: انقر فوق الزر الأيسر لتغيير اللون لتبديل الثعلب إلى حالة لطيفة وقوية. #n,#cda5b0a تغيير اللون: انقر فوق الزر الأيسر لتغيير اللون ، يمكنك تبديل الثعلب إلى حالة رائعة براقة. #n,#cda5b0a تقتصر على إخراج مربع هدية شينغهوى #n,
232,Qimeng Linghu · هوايانغ,على ارتفاع ألف قدم في العالم ، تتساقط أزهار الكرز ويتجدد الدم. يبحث عن توهج الربيع لاختراق الغيوم والضباب ، ويحلم بالعودة إلى حافة الأمواج الخضراء ، يعكس الحزام الأخضر الوجه الشاب.,,التغييرات الخاصة: اللعبة يمكن أن ندرك وظيفة تغيير الألوان ، وتغيير الشكل والدولة!,إطار الصورة الرمزية وتأثيرات الجسم: إطار الصورة الرمزية الحصري مع الكاميليا الحمراء الداكنة تطفو حولها!,#cda5b0a تغيير اللون: انقر فوق الزر الأيسر لتغيير اللون لتبديل الثعلب إلى حالة لطيفة وقوية. #n,#cda5b0a تغيير اللون: انقر فوق الزر الأيسر لتغيير اللون لتبديل الثعلب إلى الحالة الساذجة المشاغب. #n,#cda5b0a تقتصر على إخراج مربع هدية شينغهوى #n,
233,الشفق فتاة,كانت ذات يوم طالبة في أميرة الكون. على الرغم من أنها اتخذت منعطفًا ، إلا أنها أصلحت أخيرًا ، ووضعت ضغائنها القديمة جانبًا ، وكونت صداقات مع خصومها السابقين. إنها تمثل التعاطف في يوان الانسجام.,,صورة الملف الشخصي: فتح صورة الملف الشخصي.,تأثيرات الجسم: فتحة الشفق تطفو حول الجسم!,,,,
234,تريكسي فتاة,"Trixie هو ساحر متنقل يتقن جميع أنواع سحر المسرح ويؤدي سحرًا رائعًا للمهور في جميع أنحاء البلاد. رمزها الجميل هو Star and Moon Magic Wand ، والتي تعني ""خدعة"" ، حتى تتمكن من تعلم أي سحر.",,صورة الملف الشخصي: فتح صورة الملف الشخصي.,تأثيرات الجسم: الطاقة السحرية تنجرف عبر جسمك!,,,,
235,ساطع درع الصبي,درع ساطع هو الأخ الأكبر للشفق. ربط العقدة مع الأميرة يين يون. إنه هادئ ومسؤول. يحكم الآن إمبراطورية الكريستال مع الأميرة يين يون. رموزه الجميلة هي الدروع والنجوم المتناثرة ، وقوته السحرية قوية.,,صورة الملف الشخصي: فتح صورة الملف الشخصي.,تأثيرات الجسم: النجوم الساطعة تنجرف من جسمك!,,,,
236,لومير,"تذوق الآيس كريم وشاهد الأضواء تتألق. 
 اركب جولة مرح ، اضحك واصرخ معًا. 
 تشابك كهروضوئية ، مما يعكس فرحة الوقت في الوقت الراهن!",,صورة الملف الشخصي: فتح صورة الملف الشخصي.,تأثيرات الجسم: النجوم تطفو!,,,,
237,لوسيا,"شم رائحة الفشار وطارد والعب معًا. 
 اركب عجلة فيريس وستلتقط الشمس! 
 من القلب إلى القلب ، لا تخاف من الحرارة الحارقة والشمس أمامك!",,صورة الملف الشخصي: فتح صورة الملف الشخصي.,تأثيرات الجسم: النجوم تطفو!,,,,
238,ثومبيلينا ، تيني,"جسم صغير ، شجاعة كبيرة. 
 اصطياد الغوفر وصيد الطيور ومشاهدة الأسماك ومطاردة الماعز. 
 شاهدني أمشي عبر الغابة وأؤدي أسرار الشفاء!",,صورة الملف الشخصي: فتح صورة الملف الشخصي.,آثار الجسم: شفاء الانجرافات الطاقة من خلال الجسم!,#cda5b0aيقتصر  على إخراج صندوق هدايا Dream Building #n,,,
239,شياوباو طويلة,"الابتسامة الكبيرة هي سلاح Xiaobao المميز. 
 فطائر الحليب الطري تقضي على المشاكل بنقرة واحدة. 
 التمائم ليست شيئًا يمكنك أن تكونه إذا كنت تريد أن تكون. 
 بادئ ذي بدء ، لا يمكنك الحصول على عدد أقل من اللهايات... مهلا ، لا يمكنك أن تكون مصاصة إذا كنت سرقة لي!",,صورة الملف الشخصي: فتح صورة الملف الشخصي.,تأثيرات الجسم: نقاط ذهبية من الضوء ترفرف على الجسم!,,,,
240,تانغ سان,لا توجد أرواح نفايات ، فقط أسياد روح النفايات!,,صورة الملف الشخصي: فتح صورة الملف الشخصي.,آثار أقدام المشي: يتم ترك آثار أقدام البرق حيث تمشي.,#cda5b0a Douluo القارة ربط اللباس العمل الحصري: إظهار روح الدفاع عن النفس! #n,,,
241,رقصة صغيرة,مرحبا ، اسمي شياو وو ، رقصة الرقص.,,صورة الملف الشخصي: فتح صورة الملف الشخصي.,تأثيرات الجسم: بتلات وردية تطفو!,#cda5b0a Douluo القارة ربط اللباس العمل الحصري: إظهار روح الدفاع عن النفس! #n,,,
242,قارن واحد إلى الشرق,بالنسبة لرجل قوي ، إذا لم تستطع جعله يستسلم ، فمن الأفضل أن تتركه ينام إلى الأبد.,,صورة الملف الشخصي: فتح صورة الملف الشخصي.,تأثيرات الجسم: الريش تطفو حولها!,#cda5b0a Douluo القارة ربط اللباس العمل الحصري: إظهار روح الدفاع عن النفس! #n,,,
243,أوسكار,تُمنح العبقرية الحقيقية المجد الأسمى منذ الولادة ، وأنا أقضي حياتي في الاقتراب من هذا النور.,,صورة الملف الشخصي: فتح صورة الملف الشخصي.,آثار أقدام المشي: اترك آثار أقدام النقانق حيث تمشي.,#cda5b0a Douluo Continent Linkage تلبيس عمل حصري: إطلاق مهارة الروح! #n,#cda5b0a فقط #n,,
244,ما هونغ جون,ألم تسمع بوجود طائر الفينيق الذهبية في عش العشب ؟,يمكن الحصول على العناصر غير المؤمنة من خلال الحدث,صورة الملف الشخصي: فتح صورة الملف الشخصي.,آثار أقدام المشي: اترك آثار أقدام النار حيث تمشي.,ارتباط القارة دولو يرتدي العمل الحصري: أظهر الروح القتالية!,,,
245,كيرو,"يتدلى شعر الربيع بشكل جميل في السحب والأشجار ، وفي الشتاء تدفن الورود وتتطلع الأغصان إلى عودة طيور السنونو. 
 السماء تذهب إلى الأرض ، الشتاء يذهب إلى الربيع ، 
 هل تريد الانضمام إلى هذه التجربة الإنسانية ؟",,صورة الملف الشخصي: فتح صورة الملف الشخصي.,تأثيرات الجسم: زهور الوستارية تطفو!,,,,
246,داي موباي,أريد أن أصبح أقوى وقويًا بما يكفي لحمايتك وحماية المزيد من الناس.,@Null@,صورة الملف الشخصي: فتح صورة الملف الشخصي.,تأثيرات الجسم: البرق سيصدر من الجسم!,ارتباط القارة دولو يرتدي العمل الحصري: أظهر الروح القتالية!,,,
247, تشو تشينغ,لا أريد أن أعيش الحياة التي رتبها الآخرون ، أريد أن أتحرر ، لذلك يجب أن أصبح أقوى.,@Null@,صورة الملف الشخصي: فتح صورة الملف الشخصي.,المؤثرات الخاصة للجسم: بقع الضوء الأرجواني مبعثرة على الجسم!,ارتباط القارة دولو يرتدي العمل الحصري: أظهر الروح القتالية!,,,
248,نينغ رونجرونج,لا يمكن تغيير الماضي ، حتى لو قضيت حياتي كلها ، فسوف أحيي هذا الضوء!,@Null@,صورة الملف الشخصي: فتح صورة الملف الشخصي.,تأثيرات الجسم: نقاط زرقاء من الضوء تهب فوق الجسم!,ارتباط القارة دولو يرتدي العمل الحصري: أظهر الروح القتالية!,,,
249,الإصدار منخفض جدا,,,,,,,,
250,الإصدار منخفض جدا,,,,,,,,
251,شبح الغابات المطيرة ، Huanxi,"استمع إلى الصوت من أعماق قلبك ، اترك تعلقك بالكمال ، 
 كن محور الحشد والشبح في أعماق الغابات المطيرة. 
 تحت شاشة الذيل ، في هذه اللحظة ، ولدت من جديد من الرماد.",,تغييرات الإضاءة: شكل مع الإضاءة المحيطة في الخريطة ، انقر فوق الزر الموجود على اليسار لعرض التعليمات.,الشبح: عندما يكون الضوء المحيط أكبر من 9 ، سيتحول إلى غروب شفق ، انقر فوق الزر الموجود على اليسار للمعاينة.,الإجراءات الحصرية: هناك العديد من الإجراءات الحصرية في الخريطة ، انقر فوق الزر الموجود على اليسار لمعاينة الإجراءات ذات الصلة.,إطار الصورة الرمزية: فتح إطار الصورة الرمزية الديناميكي تلقائيًا عند الحصول عليه.,,
252,ماكورميك,فتاة steampunk تؤمن بالتكنولوجيا لتغيير حياتها وتحب أن تخترع. حيوية وجميلة في أيام الأسبوع ، لكنها تتمتع بالجدية والتفاني المطلق في العلم. الحلم الأكبر هو إنشاء أجنحة ميكانيكية يمكن أن تسمح للبشر بالطيران بحرية.,@Null@,صورة الملف الشخصي: فتح صورة الملف الشخصي.,تأثيرات الجسم: بقع ذهبية من الضوء تهب على الجسم!,@Null@,,,
253,إيريك وايت,الشخصية الصارمة والجادة تجعله يثق فقط في النظرية الصارمة والنتائج العملية التي يمكن التحكم فيها. بعد العديد من الحسابات والتجارب ، يعتقد Erubai اعتقادًا راسخًا أن الطائرة هي وسيلة فعالة لتحقيق الطيران ، ويسخر من فكرة Mei Keالجامحة.,@Null@,صورة الملف الشخصي: فتح صورة الملف الشخصي.,تأثيرات الجسم: التروس تطفو!,@Null@,,,
254,الحلم,"استحم في السماء وتحدث مع النجوم. 
 ابحث عن آلاف الحضارات واستكشف ألغاز الكون. 
 سأل أحدهم ما هي نهاية العالم ؟ 
 أعتقد أن السماء المرصعة بالنجوم هي معجزة الخلق.",@Null@,صورة الملف الشخصي: فتح صورة الملف الشخصي.,تأثيرات الجسم: الطاقة الكونية تنبعث من الجسم!,@Null@,@Null@,@Null@,@Null@
255,النسر القبلي كاكا,"ضربت ريشة النسر السماء ، ودار الصولجان حول المنطقة. 
 حماية سلامة القبيلة هي مهمتي المشرفة!",@Null@,صورة الملف الشخصي: فتح صورة الملف الشخصي.,تأثيرات الجسم: مضان أخضر ينطلق من الجسم!,@Null@,@Null@,@Null@,@Null@
256,زعيم القبائل نيني,"تنطفئ الشمعة بدون نار ويختفي الشمع. 
 كل أنواع المصاعب ، الطموح ما زال قائما ؟ 
 حتى لو هبت الرياح يمشي الصبي وحده!",@Null@,صورة الملف الشخصي: فتح صورة الملف الشخصي.,تأثيرات الجسم: هناك نجوم تطفو على الجسم!,@Null@,@Null@,@Null@,@Null@
257,الإصدار منخفض جدا,,,,,,,,
258,الإصدار منخفض جدا,,,,,,,,
259,الإصدار منخفض جدا,,,,,,,,
260,الإصدار منخفض جدا,,,,,,,,
261,الإصدار منخفض جدا,,,,,,,,
262,الإصدار منخفض جدا,,,,,,,,
263,الإصدار منخفض جدا,,,,,,,,
264,الإصدار منخفض جدا,,,,,,,,
265,الإصدار منخفض جدا,,,,,,,,
266,الإصدار منخفض جدا,,,,,,,,
267,الإصدار منخفض جدا,,,,,,,,
268,الإصدار منخفض جدا,,,,,,,,
269,الإصدار منخفض جدا,"في الصيف ، يتم البحث عن الثلج اللامحدود ، وفي الانقلاب الشتوي ، يقفز Suoji بالألعاب النارية. 
 سمعت تصفيقًا مدويًا لآلاف الأشخاص ، ولم أخاف من صيحات الاستهجان والسخرية لفترة من الوقت. 
 خلف الشفق ، أنا ، أرقص مع غروب الشمس.",,تغييرات الإضاءة: شكل مع الإضاءة المحيطة في الخريطة ، انقر فوق الزر الموجود على اليسار لعرض التعليمات.,Phantom: تحول إلى Phantom of the Rainforest عندما يكون الضوء المحيط أقل من أو يساوي 9 ، انقر فوق الزر الموجود على اليسار للمعاينة.,الإجراءات الحصرية: هناك العديد من الإجراءات الحصرية في الخريطة ، انقر فوق الزر الموجود على اليسار لمعاينة الإجراءات ذات الصلة.,إطار الصورة الرمزية: فتح إطار الصورة الرمزية الديناميكي تلقائيًا عند الحصول عليه.,,
270,قودونغ,"موقد الطين الأحمر يتجعد بالرائحة ويحمل جميع أنواع الألعاب النارية في العالم. 
 استخدم المكونات لشفاء الجسم والعقل وتهدئة المشاعر بالدخان. 
 الطعم الرائع الذي لا يمكن إيقافه يجعل الناس يصرخون: 
 طازجة جدًا وحارة جدًا ، تضيف السيدة الرئيسة الخضار!",@Null@,صورة الملف الشخصي: فتح صورة الملف الشخصي.,المؤثرات الخاصة للجسم: هناك مكونات تطفو على الجسم!,@Null@,@Null@,@Null@,@Null@
271,كريم البرتقال الحلو ، هيذر,,,,,,,,
272,بركة في منتصف الصيف ، براعم مطلية,,,,,,,,
273,ميهي,"يحفز التنفس الحامض قليلاً طرف براعم التذوق ، 
 اللب الأخضر يولد حبيبات حلوة. 
 تسألني هل هو حامض ؟ هل هو حلو ؟ 
 أعتقد أنها التغييرات في الطبيعة.",,صورة الملف الشخصي: فتح صورة الملف الشخصي.,تأثيرات الجسم: الكيوي تطفو!,,,,
274,البرسيمون أزوسا,"تتدحرج رياح الخريف الأوراق الذهبية ، 
 اخترق العطر في طرف أنوف المشاة. 
 عندما يحدث هذا الموقف ، 
 إنه موسم نضوج الكاكي.",,صورة الملف الشخصي: فتح صورة الملف الشخصي.,تأثيرات الجسم: أوراق البرسيمون تطفو حول الجسم!,,,,
275,كيلي,,,,,,,,
276,ثوب الثلج,"ذباب الغزل الأبيض ، تزهر التنورة ، 
 ستارة البكتيريا المتطايرة في الغابة ، البثور المتناثرة ، 
 كل هذا طعم السعادة.",,صورة الملف الشخصي: فتح صورة الملف الشخصي.,آثار الجسم: الزهور البيضاء والريش الانجراف حولها!,,,,
277,شنغ الخيزران,"ابتليت الأكاذيب ، والأوهام تنتشر ، 
 الابتسامة تحت الستار الأبيض ، التكبب الحميم ، 
 إنه نوع حقيقي ونوع من المقنع.",,صورة الملف الشخصي: فتح صورة الملف الشخصي.,آثار الجسم: الزهور البيضاء والريش الانجراف حولها!,,,,
278,ستارة السماء ستار التنين ، كاربر,اعتاد أن يكون بطل قاتل التنين ، ولكن بعد القتال مع التنين لفترة طويلة ، تحول إلى تنين ، وأصبح نصف إنسان ونصف تنين. قاوم إغراء القوة في دم التنين والتزم بطبيعته الخاصة ، لكن التغييرات في جسده لا تزال تسبب الخوف بين القرويين. مع حياة جديدة ، بدأ كاربر في البحث عن منزل جديد.,,تأثيرات الجسم: يمكن للعبة تحقيق وظيفة التشوه وتبديل النموذج!,صورة الملف الشخصي: فتح صورة الملف الشخصي.,تأثيرات الجسم: ينجرف ضوء النجوم الأرجواني من جسمك!,تشوه #cda5b0a: انقر فوق زر التشوه على اليسار للتحول إلى تنين نجم شاشة السماء! #n,يقتصر #cda5b0a على إخراج صندوق هدايا Dream Building #n,
279,شبح هنتر ، دامون,في عيد الهالوين عندما تسافر الأشباح ، هناك دائمًا أرواح شريرة ذات نوايا سيئة مختلطة. مع وميض من ضوء السكين ، يتم ذبح جميع الأرواح الشريرة تحت الخطاف الأزرق والمنجل. بالإضافة إلى الضوضاء في كل مكان ، يشاهد سلام المهرجان بضوء الروح المتوهج.,,صورة الملف الشخصي: فتح صورة الملف الشخصي.,تأثيرات الجسم: نار الروح الزرقاء تنجرف من الجسم!,,,,
280,أوريون,"""جلجل ، جلجل ، أجراس جلجل..."" 
 أزيز الأغاني المألوفة ، وتعليق الكرات الخفيفة والشرائط على شجرة عيد الميلاد الطويلة ، وأكبر نجم في الأعلى ، دع أوريون يضيء!",,صورة الملف الشخصي: فتح صورة الملف الشخصي.,تأثيرات الجسم: النجوم تطفو!,,,,
281,فيفي,"خطوات الأقدام أخف من رقاقات الثلج المتساقطة الصامتة ، وآثار أقدام أزهار البرقوق الضحلة خلفها أكثر جمالًا. 
 مرتديًا ملابس احتفالية معدة خصيصًا ، يمكن أن يكون سلوك Feifei عند المشي في الثلج أكثر أناقة!",يمكن الحصول على العناصر غير المؤمنة من خلال الأنشطة,صورة الملف الشخصي: فتح صورة الملف الشخصي.,المشي آثار أقدام: ترك آثار مخالب القط حيث تمشي.,,,,
282,الصباح,"يتمتع Zhu Yin ، المغني الرئيسي لفرقة موسيقى الروك الكهربائية ، بأسلوبين مختلفين تمامًا في الأداء: لطيف وبارد مثل النسيم الذي يداعب أوراق الخيزران ، أو عنيف وعنيف مثل ظل الخيزران الذي يرقص بعنف في عاصفة ممطرة.
حقيقة وجود روحين في الجسد لا يعرفها الآخرون!",,الإطار : فتح الإطار,المؤثرات الخاصة للجسم: أوراق الخيزران تطفو على الجسم!,#cda5b0a تغيير اللون: انقر فوق زر تغيير اللون على اليسار للتبديل إلى حالة الشفق. #n,,,
283,الليل,"Zhu Yin ، المغني الرئيسي لفرقة الروك الكهربائية ، لديه نمطان مختلفان تمامًا للأداء: لطيف وبارد مثل النسيم الذي يداعب أوراق الخيزران ، أو شرسة وعنيفة مثل ظلال الخيزران التي ترقص بعنف في العاصفة الممطرة.
حقيقة أن هناك روحين في الجسد لا يمكن أن يعرفها الآخرون!",,الإطار: فتح الإطار,المؤثرات الخاصة للجسم: أوراق الخيزران تطفو على الجسم!,#cda5b0a تغيير اللون: انقر على زر تغيير اللون على اليسار للتبديل إلى حالة الصباح #n.,,,
284,كستناء,السنجاب الصغير اللطيف والخجول هو رائد كمان ممتاز في معهد أكيبا للموسيقى. عادة ما تكون خجولة للغاية ، ولكن عندما تعزف على الكمان ، يبدو أن النوتات الموسيقية الذهبية تومض في جميع أنحاء جسدها.,,صورة الملف الشخصي: فتح صورة الملف الشخصي.,تأثيرات الجسم: النوتات الموسيقية الذهبية تطفو!,,,,
285,الوحش المدقع الوكيل ، لوه زي تشينغ,"نخبة عشيرة Snow Rabbit ، التي لا تعرف الرحمة والفخر ، هي عضو في منظمة وكيل Gomanda Star - ""Extreme Beast Attack"". السلاح عبارة عن مسدس يعمل بالهيليوم من صنع عشيرة Snow Rabbit ، يرتدي مشهدًا فائق السرعة ، وجيدًا في القنص لمسافات طويلة.",,صورة الملف الشخصي: فتح صورة الملف الشخصي.,آثار أقدام المشي: تُترك آثار أقدام ندفة الثلج حيث تمشي.,,,,
286,رينا,"عازف الدرامز الرئيسي المطلق لفرقة الروك الكهربائية ، قرع الطبول الشرس مثل العاصفة هو أسلوب رينا المفضل. أما الرعد الكهربائي والخفيف الذي يحدث من وقت لآخر أثناء الأداء... هل هو حقا مجرد تأثير خاص للمرحلة ؟ 
 لا تهتم! دعونا نأكل الرامين اللذيذ معًا بعد العرض!",,صورة الملف الشخصي: فتح صورة الملف الشخصي.,تأثيرات الجسم: سوف ينفجر البرق على الجسم!,يقتصر #cda5b0a على إخراج صندوق هدايا Dream Building #n,,,
287,ماري لو,"""جلجل ، جلجل ، أجراس جلجل..."" 
 الأغاني المألوفة والمبهجة تتردد في الشوارع ، حفلة عيد الميلاد لماريلو ، هل تريد أن تأتي ؟",,صورة الملف الشخصي: فتح صورة الملف الشخصي.,تأثيرات الجسم: النجوم تطفو!,,,,
288,أليس,"اليوم ملفوف بالفضة ، في انتظار أزهار الصقيع تتفتح. 
 عندما يكون كل شيء هادئا ، اشنركل مع الحيتانيات. 
 لا نهاية للقول عن سحر الشتاء ~",,صورة الملف الشخصي: فتح صورة الملف الشخصي.,آثار أقدام المشي: يتم ترك بلورات الجليد والثلج حيث تمشي.,يقتصر #cda5b0a على إخراج صندوق هدايا Dream Building #n,,,
289,الإصدار منخفض جدا,,,,,,,,
290,الإصدار منخفض جدا,,,,,,,,
291,جولة الثلج,"أرسل هدايا مبتهجة وابتهج واستقبل مظاريف حمراء. 
 ليس الثلج هو الذي يطفو ، إنها ملابس شتوية جديدة لكل الأشياء!",,صورة الملف الشخصي: فتح صورة الملف الشخصي.,تأثيرات الجسم: الثلج يتساقط على جسمك!,,,,
