ID,任务名,任务描述,任务追踪
2006034,낙타 길들이기 I,@item_12613#을 사용하여 낙타를 길들이십시오 @1,@item_12613#을 사용하여 낙타를 길들이십시오 @1
2006035,낙타 길들이기 II,@item_12613#을 사용하여 낙타를 길들이십시오 @1,@item_12613#을 사용하여 낙타를 길들이십시오 @1
2006036,낙타 길들이기 III,@item_12613#을 사용하여 낙타를 길들이십시오 @1,@item_12613#을 사용하여 낙타를 길들이십시오 @1
2007001,구운 우보 야수 고기 I,@item_12516을 @item_1200에 굽고 @item_12517에 굽는다.,구운 @item_12516
2007002,구운 우보 야수 고기 II,@item_12516을 @item_1200에 굽고 @item_12517에 굽는다.,구운 @item_12516
2007003,구운 우보 야수 고기 III,@item_12516을 @item_1200에 굽고 @item_12517에 굽는다.,구운 @item_12516
2007004,구운 두두 새 고기 I,@item_1200에서 @item_12518을 @item_12519로 굽습니다.,구운 @item_12518
2007005,구운 두두 새 고기 II,@item_1200에서 @item_12518을 @item_12519로 굽습니다.,구운 @item_12518
2007006,구운 두두 새 고기 III,@item_1200에서 @item_12518을 @item_12519로 굽습니다.,구운 @item_12518
2007007,구운 뿔 베니슨 1세,@item_12530을 @item_1200에 굽고 @item_12531에 굽는다.,구운 @item_12530
2007008,구운 뿔 베니슨 II,@item_12530을 @item_1200에 굽고 @item_12531에 굽는다.,구운 @item_12530
2007009,구운 뿔 베니슨 III,@item_12530을 @item_1200에 굽고 @item_12531에 굽는다.,구운 @item_12530
2007010,구운 던던 돼지고기 I,@item_12522를 @item_1200에 굽고 @item_12523에 굽는다.,구운 @item_12522
2007011,구운 부두 II,@item_12522를 @item_1200에 굽고 @item_12523에 굽는다.,구운 @item_12522
2007012,구운 던던 돼지고기 III,@item_12522를 @item_1200에 굽고 @item_12523에 굽는다.,구운 @item_12522
2007013,구운 타조 다리,@item_12607을 @item_1200에 굽고 @item_12608에 굽는다.,구운 @item_12607
2007014,구운 타조 다리 II,@item_12607을 @item_1200에 굽고 @item_12608에 굽는다.,구운 @item_12607
2007015,구운 타조 다리 III,@item_12607을 @item_1200에 굽고 @item_12608에 굽는다.,구운 @item_12607
2007016,멍청한 생선구이 I,@item_12520을 @item_1200에 굽고 @item_12521에 굽는다.,구운 @item_12520
2007017,구운 덤 피쉬 II,@item_12520을 @item_1200에 굽고 @item_12521에 굽는다.,구운 @item_12520
2007018,멍청한 생선구이 III,@item_12520을 @item_1200에 굽고 @item_12521에 굽는다.,구운 @item_12520
2007019,못생긴 생선구이 I,@item_1200에서 @item_12703을 @item_12705#@1로 굽습니다.,구운 @item_12703
2007020,못생긴 생선구이 II,@item_1200에서 @item_12703을 @item_12705#@1로 굽습니다.,구운 @item_12703
2007021,못생긴 생선구이 III,@item_1200에서 @item_12703을 @item_12705#@1로 굽습니다.,구운 @item_12703
2007022,구운 키키 피쉬 I,@item_12704를 @item_1200에 굽고 @item_12706에 굽는다.,구운 @item_12704
2007023,구운 키키 피쉬 II,@item_12704를 @item_1200에 굽고 @item_12706에 굽는다.,구운 @item_12704
2007024,구운 키키 피쉬 III,@item_12704를 @item_1200에 굽고 @item_12706에 굽는다.,구운 @item_12704
2008001,새콤달콤 새싹순 고기꼬치Ⅰ,@item_200108#에서 @item_11229#@1을 요리합니다,@item_11229#@1을 조리합니다
2008002,숙주 케밥 Ⅱ,@item_200108#에서 @item_11229#@1을 요리할 것입니다.,@item_11229#@1을 요리합니다.
2008003,笋尖串串香Ⅲ,"@item_200108#에서 @item_11229#@1을 요리하거나, @item_11229#@1을 요리하거나, 삼치 꼬치串串香Ⅲ를 만들 수 있습니다.",烹饪@item_11229#@1
2008004,면Ⅰ요리하기,@item_200108#에서 @item_12502#@1요리하기,@item_12502#@1요리하기
2008005,면Ⅱ을 요리합니다,@item_200108#에서 @item_12502#@1을 요리합니다,@item_12502#@1을 요리합니다
2008006,면Ⅲ을 요리합니다.,@item_200108#에서 @item_12502#@1을 요리합니다,@item_12502#@1을 요리합니다
2008007,옥수수 과자Ⅰ,@item_200108#에서 @item_12507#@1을/를 요리합니다,@item_12507#@1을/를 요리합니다
2008008,옥수수 간식Ⅱ,@item_200108#에서 @item_12507#@1을 요리합니다,@item_12507#@1을 요리합니다
2008009,콘 스낵Ⅲ를 요리합니다.,@item_200108#에서 @item_12507#@1을 요리합니다,@item_12507#@1을 요리합니다
2008010,뚜뚜니 열무 조림Ⅰ,@item_200108#에서 @item_12510#@1 맛있게 요리하기,@item_12510#@1를 요리하는 방법
2008011,두두조림 2번째 버전,@item_200108#에서 @item_12510#@1(을)를 요리합니다,@item_12510#@1(을) 요리합니다
2008012,두두새 볶음 산채비빔밥,@item_200108#에서 @item_12510#@1 요리하기,@item_12510#@1 요리하기
2008013,고구마 말랭이Ⅰ,@item_200108#에서 @item_12512#@1 요리하기,@item_12512#@1 요리하기
2008014,사탕 고구마 찹쌀떡Ⅱ,@item_200108#에서 @item_12512#@1을 요리합니다,@item_12512#@1을 요리합니다
2008015,고구마 누룽지Ⅲ 요리하기,@item_200108#에서 @item_12512#@1 요리하기,@item_12512#@1 요리하기
2008016,익힌 밥 Ⅰ,@item_200108#에서 @item_12529#@1 요리하기,@item_12529#@1 요리하기
2008017,熟米饭Ⅱ,"@item_200108#에서 @item_12529#@1(을)를 조리하거나, @item_12529#@1을(를) 요리하거나, 그리고 쌀밥Ⅱ(를) 끓여봅니다.",烹饪@item_12529#@1
2008018,삶은 밥Ⅲ,@item_200108#에서 @item_12529#@1을/를 요리합니다.,@item_12529#@1을/를 요리합니다.
2008019,1단계 타조 알 지단,@item_200108#에서 @item_12609#@1을 요리합니다,@item_12609#@1을 요리합니다
2008020,2번째 태조알을 후라이팬에 구웁니다,@item_200108#에서 @item_12609#@1을 요리합니다,@item_12609#@1을 요리합니다
2008021,무지개 타조 알Ⅲ를 지단다,@item_200108#에서 @item_12609#@1을 요리합니다,@item_12609#@1을 요리합니다
2008022,煎蛋面条Ⅰ,"@item_200108#에서 @item_12540#@1을 요리하거나, @item_12540#@1을 요리하거나, 지앤면Ⅰ를 요리할 수 있습니다.",烹饪@item_12540#@1
2008023,계란 볶음면Ⅱ를 요리합니다.,@item_200108#에서 @item_12540#@1을 요리합니다,@item_12540#@1을 요리합니다
2008024,계란 볶음면 Ⅲ를 요리합니다.,@item_200108#에서는 @item_12540#@1을 요리합니다,@item_12540#@1을 요리합니다
2008025,烤薯条Ⅰ,@item_200108#에서 @item_12541#@1을 요리하거나 @item_12541#@1을 요리하거나 구운감자 막국수Ⅰ를 요리할 수 있습니다.,烹饪@item_12541#@1
2008026,구운 감자튀김Ⅱ,@item_200108#에서 @item_12541#@1 요리하기,@item_12541#@1 요리하기
2008027,구운 감자 튀김Ⅲ을 요리합니다.,@item_200108#에서 @item_12541#@1을 요리합니다,@item_12541#@1을 요리합니다
2008028,야채 스튜Ⅰ를 요리합니다.,@item_200108#에서 @item_12542#@1을 요리합니다,@item_12542#@1을 요리합니다
2008029,蔬菜煲Ⅱ,"@item_200108#에서 @item_12542#@1을 요리하거나, @item_12542#@1과 채소찌개Ⅱ를 요리할 수 있습니다.",烹饪@item_12542#@1
2008030,채소찌개Ⅲ,@item_200108#에서 @item_12542#@1을 요리합니다,@item_12542#@1을 요리합니다
2008031,구워먹는 나그네 패밀리 버킷 I,@item_200108#에서 @item_12543#@1 요리하기,@item_12543#@1 요리하기
2008032,그릴로 구워진 두둥鸟 가족 버킷 II입니다.,@item_200108#에서는 @item_12543#@1을/를 요리합니다.,@item_12543#@1을/를 조리합니다.
2008033,구운 두둥鸟 골목 패밀리 버킷Ⅲ,@item_200108#에서 @item_12543#@1 요리하기,@item_12543#@1 요리하기
2008034,구운 육수면Ⅰ,@item_200108#에서 @item_12544#@1을 요리합니다,@item_12544#@1을 요리합니다
2008035,구운 고기면Ⅱ,@item_200108#에서 @item_12544#@1 요리하기,@item_12544#@1 요리하기
2008036,구운 고기면Ⅲ,@item_200108#에서 @item_12544#@1을 요리해요,@item_12544#@1을 요리해요
2008037,갈래 녹고기 찌개Ⅰ,@item_200108#에서 @item_12545#@1을 요리합니다,@item_12545#@1 요리
2008038,강아지고기 찌개Ⅱ,@item_200108#에서 @item_12545#@1을 요리합니다,@item_12545#@1을 요리합니다
2008039,산점토끼고기 찌개Ⅲ,@item_200108#에서 @item_12545#@1을 요리하거나,@item_12545#@1을 요리하거나
2008040,햄Ⅰ를 요리합니다,@item_200108#에서 @item_12546#@1을 요리합니다,@item_12546#@1을 요리합니다
2008041,햄Ⅱ를 요리합니다.,@item_200108#에서 @item_12546#@1을 요리합니다,@item_12546#@1을 요리합니다
2008042,햄 III를 조리합니다,@item_200108#에서 @item_12546#@1을 요리합니다,@item_12546#@1을 조리합니다
2008043,컨디슈 크림 카라멜Ⅰ 만들기,@item_200108#에서 @item_12549#@1 요리하기,@item_12549#@1 요리하기
2008044,순수캬라멜크림Ⅱ 요리하기,@item_200108#에서 @item_12549#@1 요리하기,@item_12549#@1 요리하기
2008045,농축 우유 캐러멜Ⅲ,@item_200108#에서 @item_12549#@1 요리하기,@item_12549#@1 요리하기
2009001,요리사의 발전,@item_200109#을(를) 점화된 @item_1200#에 올려야 더 맛있는 요리를 할 수 있습니다.,@item_200109#을(를) 가공하세요.
2009002,바베큐 피자Ⅰ를 요리합니다.,@item_200109#에서 @item_830#@1을 요리합니다,@item_830#@1을 요리합니다
2009003,피자 II 구이,@item_200109#에서 @item_830#@1을 요리합니다,@item_830#@1을 요리합니다
2009004,그릴드 피자 III를 요리합니다.,@item_200109#에서 @item_830#@1을 요리합니다,@item_830#@1을 요리합니다
2009005,채소와 과일 피자Ⅰ,@item_200109#에서 @item_831#@1을(를) 조리하거나 @item_831#@1을(를) 준비하여야 합니다,@item_831#@1을(를) 조리하거나 @item_831#@1을(를) 준비하여야 합니다
2009006,蔬果披萨Ⅱ,@item_200109#에서 @item_831#@1을 요리하거나 @item_831#@1을 요리하거나 채소와 과일 피자Ⅱ를 만들 수 있습니다.,烹饪@item_831#@1
2009007,蔬果披萨Ⅲ,@item_200109#에서 @item_831#@1을 요리하거나 @item_831#@1을 요리하거나 채소와 과일 피자Ⅲ를 요리하세요.,烹饪@item_831#@1
2009008,거대 블루구어 바 Ⅰ를 요리합니다,@item_200109#에서 @item_12515#@1을 요리합니다,@item_12515#@1을 요리합니다
2009009,거대한 블루베리 바 출 II,@item_200109#에서 @item_12515#@1을 요리합니다,@item_12515#@1을 요리합니다
2009010,거대한 블루베리 바 III를 요리합니다,@item_200109#에서 @item_12515#@1을 요리합니다,@item_12515#@1을 요리합니다
2009011,异味火腿Ⅰ,"@item_200109#에서 @item_12547#@1을 요리하거나, @item_12547#@1이나 비스듬히 자른 햄Ⅰ을 요리할 수 있습니다.",烹饪@item_12547#@1
2009012,화향햄 II를 조리합니다,@item_200109#에서 @item_12547#@1을 요리합니다,@item_12547#@1을 요리합니다
2009013,이상한 냄새의 햄 III를 요리합니다.,@item_200109#에서 @item_12547#@1을 요리합니다,@item_12547#@1을 요리합니다
2009014,'크랩 스틱' 햄 Ⅰ를 요리합니다.,@item_200109#에서 @item_12548#@1을 요리합니다,@item_12548#@1을 요리합니다
2009015,크랩 스틱 햄Ⅱ요리하기,@item_200109#에서 @item_12548#@1요리하기,@item_12548#@1요리하기
2009016,'크랩스틱' 홍합Ⅲ,@item_200109#에서 @item_12548#@1을 요리합니다,@item_12548#@1을 요리합니다
2009017,향긋한 계란 볶음면Ⅰ,@item_200109#에서 @item_12550#@1을 요리합니다,@item_12550#@1을 요리합니다
2009018,향긋한 계란 볶음면Ⅱ,@item_200109#에서 @item_12550#@1을 요리합니다,@item_12550#@1을 요리합니다
2009019,향긋한 계란 볶음면Ⅲ,@item_200109#에서 @item_12550#@1을 요리합니다,@item_12550#@1을 요리합니다
2009020,향긋한 감자튀김Ⅰ,@item_200109#에서 @item_12551#@1을 요리합니다,@item_12551#@1을 요리합니다
2009021,향긋한 감자 튀김Ⅱ,@item_200109#에서 @item_12551#@1을 요리합니다,@item_12551#@1을 요리합니다
2009022,香溢薯条Ⅲ,@item_200109#에서 @item_12551#@1을 요리하거나 @item_12551#@1을 요리하시고 향긋한 감자 튀김Ⅲ도 만드세요.,烹饪@item_12551#@1
2009023,향긋한 거대 블루베리 파이 I를 요리합니다.,@item_200109#에서 @item_12552#@1을 요리합니다,@item_12552#@1을 요리합니다
2009024,향긋한 재료의 요리인 거대 블루베리 파이 II,@item_200109#에서 @item_12552#@1을 요리합니다,@item_12552#@1을 요리합니다
2009025,향기롭고 거대한 블루베리 파이 III,@item_200109#에서 @item_12552#@1 요리하기,@item_12552#@1 요리하기
2009026,향긋한 옥수수 간식Ⅰ,@item_200109#에서 @item_12553#@1 요리하기,@item_12553#@1 요리하기
2009027,향긋한 옥수수 간식Ⅱ,@item_200109#에서 @item_12553#@1 요리하기,@item_12553#@1 요리하기
2009028,향긋한 옥수수 과자Ⅲ,@item_200109#에서 @item_12553#@1을 요리합니다,@item_12553#@1을 요리합니다
2009029,향긋한 채소찌개Ⅰ,@item_200109#에서 @item_12554#@1을 요리합니다,@item_12554#@1을 요리합니다
2009030,향긋한 채소찌개Ⅱ,@item_200109#에서 @item_12554#@1을 요리합니다,@item_12554#@1을 요리합니다
2009031,향긋한 채소 찌개Ⅲ,@item_200109#에서 @item_12554#@1 요리하기,@item_12554#@1 요리하기
2009032,향긋한 구워진 찌르레기 Ⅰ,@item_200109#에서 @item_12558#@1을 요리합니다,@item_12558#@1을 요리합니다
2009033,향긋한 바비큐 찌르레기Ⅱ,@item_200109#에서 @item_12558#@1 요리하기,@item_12558#@1 요리하기
2009034,향긋한 구이된 드루즈 III,@item_200109#에서 @item_12558#@1 요리하기,@item_12558#@1 요리하기
2009035,향긋한 구운 고기면Ⅰ,@item_200109#에서 @item_12559#@1을 요리합니다,@item_12559#@1을 요리합니다
2009036,향긋한 그릴 스파게티 II,@item_200109#에서 @item_12559#@1을 요리합니다,@item_12559#@1를 요리합니다
2009037,향긋한 바베큐 비프면Ⅲ,@item_200109#에서 @item_12559#@1을 요리합니다,@item_12559#@1을 요리합니다
2009038,향긋한 사슴 소갈비찜Ⅰ,@item_200109#에서 @item_12560#@1을 요리합니다,@item_12560#@1을 요리합니다
2009039,향기롭고 육즙 가득한 사슴고기 찌개Ⅱ,@item_200109#에서 @item_12560#@1을 요리합니다,@item_12560#@1을 요리합니다
2009040,향기로운 각륙찜Ⅲ,@item_200109#에서 @item_12560#@1 요리하기,@item_12560#@1 요리하기
2009041,향긋한 햄 I,@item_200109#에서 @item_12561#@1 요리하기,@item_12561#@1 요리하기
2009042,향긋한 햄 II,@item_200109#에서 @item_12561#@1을 요리합니다,@item_12561#@1을 요리합니다
2009043,香溢火腿Ⅲ,@item_200109#에서 @item_12561#@1을 조리하거나 @item_12561#@1 또는 향긋한 햄Ⅲ을 조리하세요.,烹饪@item_12561#@1
2009044,향긋한 향기가 나는 다리 Ⅰ,@item_200109#에서 @item_12562#@1 요리하기,@item_12562#@1 요리하기
2009045,향긋한 냄새가 나는 다리Ⅱ,@item_200109#에서 @item_12562#@1를 요리합니다,@item_12562#@1를 요리합니다
2009046,향긋한 향기의 다리 III,@item_200109#에서 @item_12562#@1 요리하기,@item_12562#@1 요리하기
2009047,향긋한 '게발' 다리Ⅰ,@item_200109#에서 @item_12563#@1 요리하기,@item_12563#@1 요리하기
2009048,향긋한 '김말이' 다리 II,@item_200109#에서 @item_12563#@1을 요리합니다,@item_12563#@1을 요리합니다
2009049,'크랩 스틱' 다리Ⅲ를 요리합니다.,@item_200109#에서 @item_12563#@1을 요리합니다.,@item_12563#@1을 요리합니다.
2010001,에르후,처리 및 재생 @item_11900 #@1#r(PC 끝의 오른쪽 버튼을 길게 누르고 모바일 끝의 사용 버튼을 길게 눌러 재생합니다),@item_11900 #@1 재생
2010002,수오나,처리 및 재생 @item_11906#@1#r(PC 끝의 오른쪽 버튼을 길게 누르고 모바일 끝의 사용 버튼을 길게 눌러 재생합니다),플레이 @item_11906
2010003,루테,처리 및 재생 @item_11907#@1#r(PC 끝의 오른쪽 버튼을 길게 누르고 모바일 끝의 사용 버튼을 길게 눌러 재생합니다),@item_11907 #@1 재생
2010004,플루트,처리 및 재생 @item_11908#@1#r(PC 끝의 오른쪽 버튼을 길게 누르고 모바일 끝의 사용 버튼을 길게 눌러 재생합니다),@item_11908 #@1 재생
2010005,드럼,처리 및 재생 @item_11909 #@1#r(PC 끝의 오른쪽 버튼을 길게 누르고 모바일 끝의 사용 버튼을 길게 눌러 재생합니다),플레이 @item_11909
2010006,구정,처리 및 재생 @item_11905#@1#r(PC 끝의 오른쪽 버튼을 길게 누르고 모바일 끝의 사용 버튼을 길게 눌러 재생합니다),플레이 @item_11905
2010007,가죽 스크롤,처리 @item_11806#@1#r (@item_11806#텍스트를 기록할 수 있음),가공 @item_11806
2010008,책 만들기 책상,처리 @item_1143 #@1#r (텍스트 정보의 한 페이지를 책에 바인딩하는 데 사용할 수 있음),가공 @item_1143#@1
2010009,책 쓰기,@item_1143#을 사용하여 @1을 컴파일합니다#r(@item_1143#에서는 @item_11806#을 텍스트와 함께 책에 캡슐화할 수 있습니다),@item_1143#을 사용하여 책을 편집하십시오 @1
2010010,책을 열다,@item_1143#을 사용하여 책을 @1로 나누십시오#r(@item_1143#에서는 책을 느슨한 페이지로 나눌 수 있습니다),@item_1143#을 사용하여 책을 엽니다 @1
2010011,화려한,처리 @item_498 #@1#r (페인트 병을 @item_498 #에 부어 색상을 조정합니다),가공 @item_498
2010012,거위 깃털 노란색,@item_11504#@1을 @item_378#및 @item_11320으로 처리합니다.,가공 @item_11504
2010013,허치홍,@item_11514#@1을 @item_12500#및 @item_11320으로 처리합니다.,가공 @item_11514
2010014,사파이어 블루,@item_11532#@1을 @item_12583# 및 @item_11320#으로 처리합니다.,가공 @item_11532
2010015,색소 조화 I,@item_11504 #와 @item_11514 #를 @item_498 #에 붓고 @item_11320 #과 섞어서 @item_11501#1 #r (다른 색상을 섞어보세요!),색소를 섞고 @item_11501#@1을 수집하십시오.
2010016,색소 조화 II,@item_11504 #와 @item_11532 #를 @item_498 #에 붓고 @item_11320 #과 섞어서 @item_11513 #@1 #r(다른 색상을 섞어보세요!),색소를 섞고 @item_11513#@1을 수집하세요.
2010017,색소 조화 III,@item_11532 #와 @item_11514 #를 @item_498 #에 붓고 @item_11320 #과 섞어서 @item_11510 #@1 #r(다른 색상을 섞어보세요!),색소를 섞고 @item_11510#@1을 수집하세요.
2010018,캔버스?,"처리 @item_600#1 #r (페인트 병을 사용하여 @item_600 #을 좋아하는 색상으로 염색할 수 있으며 @item_666 #, @item_632#등이 있습니다.)",가공 @item_600
2011001,일반 낚싯대,"처리 @item_12721#@1#r(낚싯대로 살아있는 물고기를 잡을 수 있고, 갈고리를 물 기회를 잡습니다)",가공 @item_12721
2011002,뿔 산호 낚싯대,"처리 @item_12722#@1#r(해변 어촌에 머리에 왕관을 쓴 낚시 마스터가 있는데, 그에게서 @item_11937#)",가공@item_12722#@1
2011003,버블 산호 낚싯대,"처리 @item_12723#@1#r(해변 어촌에 머리에 왕관을 쓴 낚시 마스터가 있는데, 그에게서 @item_11938#)",가공@item_12723#@1
2011004,디스크 산호 낚싯대,"처리 @item_12724#@1#r (해변 어촌에 머리에 왕관을 쓴 낚시 마스터가 있는데, 그에게서 @item_11939#)",가공 @item_12724
2011005,나무 산호 낚싯대,"처리 @item_12725#@1#r(해변 어촌에 머리에 왕관을 쓴 낚시 마스터가 있는데, 그에게서 @item_11940#)",가공 @item_12725
2011006,황금 덤 피쉬 I,캐치@item_13609#@1#r(산호 낚싯대로만 가능),캐치 @item_13609
2011007,황금 덤 피쉬 II,캐치@item_13609#@1#r(산호 낚싯대로만 가능),캐치 @item_13609
2011008,골든 키키 1세,캐치@item_13610#@1#r(산호 낚싯대로만 가능),캐치 @item_13610
2011009,황금 치치 물고기 II,캐치@item_13610#@1#r(산호 낚싯대로만 가능),캐치 @item_13610
2011010,황금 못생긴 물고기 I,캐치@item_13611#@1#r(산호 낚싯대로만 가능),캐치 @item_13611
2011011,황금 못생긴 물고기 II,캐치@item_13611#@1#r(산호 낚싯대로만 가능),캐치 @item_13611
2011012,레이 1세,@item_13602#@1을 잡으십시오.,@item_13602#@1을 잡으십시오.
2011013,레이 II,@item_13602#@1을 잡으십시오.,@item_13602#@1을 잡으십시오.
2011014,레드 덤 피쉬 I,캐치 @item_13618,캐치 @item_13618
2011015,빨간 멍청한 물고기 II,캐치 @item_13618,캐치 @item_13618
2011016,레드 키키 1세,캐치 @item_13617,캐치 @item_13617
2011017,붉은 치트피쉬 II,캐치 @item_13617,캐치 @item_13617
2011018,보라색 못생긴 물고기 I,캐치 @item_13614,캐치 @item_13614
2011019,보라색 못생긴 물고기 II,캐치 @item_13614,캐치 @item_13614
2011020,작은 해마,캐치 @item_13624 #@1#r(산호 낚싯대와 바다에서 낚시하는 경우에만 가능),캐치 @item_13624
2011021,해마,캐치 @item_13623#@1#r(산호 낚싯대와 바다에서 낚시하는 경우에만 가능),@item_13623#@1을 잡으십시오.
2011022,옅은 푸른 멍청한 물고기 I,캐치 @item_13604,캐치 @item_13604
2011023,하늘색 벙어리 물고기 II,캐치 @item_13604,캐치 @item_13604
2011024,옅은 푸른 키키 1세,캐치 @item_13607,캐치 @item_13607
2011025,옅은 파란색 이상한 물고기 II,캐치 @item_13607,캐치 @item_13607
2011026,오렌지 못생긴 물고기 I,캐치 @item_13619,캐치 @item_13619
2011027,오렌지 못생긴 물고기 II,캐치 @item_13619,캐치 @item_13619
2011028,게 I,캐치 @item_13621,캐치 @item_13621
2011029,게 II,캐치 @item_13621,캐치 @item_13621
2011030,다크 블루 덤 피쉬 I,캐치 @item_13605,캐치 @item_13605
2011031,다크 블루 덤 피쉬 II,캐치 @item_13605,캐치 @item_13605
2011032,옐로우 키키 1세,캐치 @item_13613,캐치 @item_13613
2011033,노란 치치 물고기 II,캐치 @item_13613,캐치 @item_13613
2011034,줄무늬 못생긴 물고기 I,캐치 @item_13616,캐치 @item_13616
2011035,줄무늬 못생긴 물고기 II,캐치 @item_13616,캐치 @item_13616
2011036,해파리 1세,캐치 @item_13626,캐치 @item_13626
2011037,해파리 II,캐치 @item_13626,캐치 @item_13626
2011038,핑크 덤 피쉬 I,@item_13612#@1을 잡으십시오.,@item_13612#@1을 잡으십시오.
2011039,핑크 덤 피쉬 II,@item_13612#@1을 잡으십시오.,@item_13612#@1을 잡으십시오.
2011040,그린 키키 1세,캐치 @item_13615,캐치 @item_13615
2011041,녹색 치치 물고기 II,캐치 @item_13615,캐치 @item_13615
2011042,핑크 못생긴 물고기 I,캐치 @item_13608,캐치 @item_13608
2011043,핑크 못생긴 물고기 II,캐치 @item_13608,캐치 @item_13608
2011044,랜턴 피쉬 I,캐치 @item_13600,캐치 @item_13600
2011045,랜턴 피쉬,캐치 @item_13600,캐치 @item_13600
2011046,검은 멍청한 물고기 I,캐치 @item_13606,캐치 @item_13606
2011047,블랙 덤 피쉬 II,캐치 @item_13606,캐치 @item_13606
2011048,가오리 1세,캐치 @item_13629,캐치 @item_13629
2011049,악마 물고기 II,캐치 @item_13629,캐치 @item_13629
2011050,야광봉 해조류 물고기 I,캐치 @item_13630,캐치 @item_13630
2011051,야광봉 해조류 물고기,캐치 @item_13630,캐치 @item_13630
2011052,플라잉 피쉬 I,캐치 @item_13627,캐치 @item_13627
2011053,플라잉 피쉬 II,캐치 @item_13627,캐치 @item_13627
2011054,멀리 드리프트 병,@item_27#@1을 잡으십시오.,@item_27#@1을 잡으십시오.
2011055,보물지도 유리병,캐치@item_12616#@1#r(산호 낚싯대로만 가능),캐치 @item_12616
2011056,생 다시마,캐치 @item_12615,캐치 @item_12615
2011057,똥,잡히다@item_11311#@1,잡히다@item_11311#@1
2011058,수생 식물,캐치 @item_245,캐치 @item_245
2011059,떠다니는 널빤지,캐치 @item_248#@1,캐치 @item_248#@1
2011060,상어 1세,캐치 @item_13628#@1#r(산호 낚싯대와 바다에서 낚시하는 경우에만 가능),@item_13628#@1을 잡으십시오.
2011061,상어 II,캐치 @item_13628#@1#r(산호 낚싯대와 바다에서 낚시하는 경우에만 가능),@item_13628#@1을 잡으십시오.
2012001,락 I,@item_104#@1 캡처#r(미라는 어디에나 있습니다),캡처 @item_104
2012002,록 II,@item_104#@1 캡처#r(미라는 어디에나 있습니다),캡처 @item_104
2012003,구리 합금 광석,제련@item_451#@1#r(미라신 대량 생산 광물),제련 @item_451
2012004,구리 합금 광석,제련@item_451#@1#r(미라신 대량 생산 광물),제련 @item_451
2012005,미스터리 1세,제련 @item_401#@1#r(미라의 중부 지하 고도에 널리 분포함),제련 @item_401
2012006,미스테라이트,제련 @item_401#@1#r(미라의 중부 지하 고도에 널리 분포함),제련 @item_401
2012007,티타늄 합금 광석 I,제련 @item_452#@1#r(지하 깊은 곳이나 빈 섬에서는 거의 생산되지 않음),제련 @item_452
2012008,티타늄 합금 광석,제련 @item_452#@1#r(지하 깊은 곳이나 빈 섬에서는 거의 생산되지 않음),제련 @item_452
2012009,텅스텐 금광 I,제련 @item_404#@1#r (Moe-eye star 표면에 거의 분포하지 않음),제련 @item_404#@1
2012010,텅스텐 금광,제련 @item_404#@1#r (Moe-eye star 표면에 거의 분포하지 않음),제련 @item_404#@1
2012011,치얀 광산 I,제련 @item_400#@1#r(불타는 별의 표면에서 거의 발견되지 않음),제련 @item_400
2012012,치얀 광산 II,제련 @item_400#@1#r(불타는 별의 표면에서 거의 발견되지 않음),제련 @item_400
2012013,거친 앰버 1세,획득 @item_406#@1 #r(Myra의 지하 및 중간 고도에서는 거의 발견되지 않음),@item_406#@1 캡처
2012014,거친 앰버 II,획득 @item_406#@1 #r(Myra의 지하 및 중간 고도에서는 거의 발견되지 않음),@item_406#@1 캡처
2012015,권선 문 거친 돌 I,획득 @item_403#@1 #r(Myra의 지하 및 중간 고도에서는 거의 발견되지 않음),@item_403#@1 캡처
2012016,권선 문 거친 돌,획득 @item_403#@1 #r(Myra의 지하 및 중간 고도에서는 거의 발견되지 않음),@item_403#@1 캡처
2012017,미카오레 1세,@item_407#@1 수집#r(Flame Star는 많은 미네랄을 생성합니다),@item_407#@1 캡처
2012018,미카 광석,@item_407#@1 수집#r(Flame Star는 많은 미네랄을 생성합니다),@item_407#@1 캡처
2012019,스타 동공 또는 I,@item_445#@1 수집#r(Moe-eye 별의 표면 또는 빈 섬에 거의 분포하지 않음),@item_445#@1 캡처
2012020,스타 동공 광석,@item_445#@1 수집#r(Moe-eye 별의 표면 또는 빈 섬에 거의 분포하지 않음),@item_445#@1 캡처
2012021,보라색 불소 I,@item_446#@1 수집#r(귀여운 눈의 별 섬에는 거의 배포되지 않음),@item_446#@1 캡처
2012022,보라색 불소,@item_446#@1 수집#r(귀여운 눈의 별 섬에는 거의 배포되지 않음),@item_446#@1 캡처
2012023,공격 룬 오레 I,컬렉션 @item_453#@1 #r (미라의 지하 및 화산 지역이 널리 분포하고 있으며 늪지대의 생산량은 상대적으로 큽니다),@item_453#@1 캡처
2012024,공격 룬 오레 II,컬렉션 @item_453#@1 #r (미라의 지하 및 화산 지역이 널리 분포하고 있으며 늪지대의 생산량은 상대적으로 큽니다),@item_453#@1 캡처
2012025,방어 룬 오레 I,수집 @item_454#@1#r (미라의 지하 및 화산 지역이 널리 분포하고 있으며 열대 우림 지역의 수확량이 상대적으로 큽니다),@item_454#@1 캡처
2012026,방어 룬 오레 II,수집 @item_454#@1#r (미라의 지하 및 화산 지역이 널리 분포하고 있으며 열대 우림 지역의 수확량이 상대적으로 큽니다),@item_454#@1 캡처
