ID,名字,描述,购买提示,特别效果1描述,特别效果2描述,特别效果3描述,特别效果4描述,特别效果5描述,特别效果6描述
188,Ting huai,"Un enfant très attendu, un talent prodige, est devenu éclairé lorsqu'il était sur le point d'atterrir son travail de rêve et s'est embarqué sur la route comme un érudit errant des pieds nus. Après avoir aidé les disciples de Stargate par hasard, il a pu entrer dans la fée et commencer le voyage de la version fantastique de ""Peach Blossom Spring"" ...",@Null@,Avatar: déverrouiller photo de profil,Effets corporels: feuilles de bambou flottant sur le corps!,@Null@,,,
189,Lion Dancer Dragonet,@Null@,@Null@,Avatar: déverrouiller photo de profil,Empreintes: laissez des empreintes d'hortensia où que vous marchiez.,@Null@,,,
190,Rayon de miel,"Il n'y a pas de miel pleuvant du ciel! C'est le mantra de nid d'abeille. En tant que nouveau membre de la ville, sa diligence a impressionné tout le monde. Chaque lundi à neuf heures du matin, il y a toujours un pot de miel frais sur la porte de chacun. Tout le monde dit que c'est le meilleur chéri qu'ils ont jamais mangé.",Obtenu en Gashapon,Avatar: déverrouiller photo de profil,Empreintes de foot: laisse des empreintes de pas dans le miel où que vous marchiez.,#cda5b0a est limité à la sortie du coffret cadeau Dream Building #n,,,
191,Divinité shen,"Un maître des mondes extérieurs extrêmement beau, comme un immortel exilé. Bien aux illusions, il se transforme souvent en une grue pour échapper au monde. Il semble qu'il y ait une identité mystérieuse inconnue aux étrangers très proches de la fée de la lune et a le plus peur d'elle se fâcher.",Obtenu en Gashapon,Avatar: déverrouiller photo de profil,Effets corporels: Il y a une aura bleue flottante!,@Null@,,,
192,Yun yan,"La plus jeune fille du clan Fox, et Cang Hong, la nébuleuse Sword Fairy, est un ami de longue durée. Influencé par CANG Hong, elle n'aime pas la magie et la technologie, et aime jouer avec toutes sortes de gadgets mécaniques, ce qui la fait ressembler à une valeur aberrante dans le clan. Cependant, Yun Yan ne se soucie pas, d'autres personnes ne connaissent pas la technologie et à quel point c'est incroyable!",@Null@,Avatar: déverrouiller photo de profil,Effets corporels: Les cœurs roses flottent!,#cda5b0a est limité à la sortie du coffret cadeau Dream Building #n,,,
193,Cang hong,"Épée immortelle optimale, en plus du nom de CANG Hong circulant dans l'arène, personne ne connaît son âge, son origine et son domicile. On dit que son épée est une épée immortelle. Lorsqu'il est balancé, le corps de l'épée brille avec une lumière immortelle, qui peut tout couper. Mais ce qui est peu connu, c'est que cette épée est venue de la star de Gomanda ...",@Null@,Avatar: déverrouiller photo de profil,Effets corporels: Le corps brille de la lumière de fées!,#cda5b0a est limité à la sortie du coffret cadeau Dream Building #n,,,
194,Katrina,"Combien de temps avez-vous pris pour oublier la personne que vous avez aimée?
Elle a passé 500 ans incarnée en tant que messager des ténèbres, attendant son arrivée dans d'innombrables abysses jour et nuit. Dans toutes les soirées solitaires, elle se transforma en une danseuse morte, juste pour le voir une dernière fois.",@Null@,Avatar: déverrouiller photo de profil,Effets corporels : les papillons flottent !,@Null@,,,
195,La fille araignée,"J'aime me mettre dans les yeux du taureau, parce que la deuxième seconde, un chasseur intelligent ne peut être nulle part.
Il n'y a pas d'espoir d'évasion, il vaut mieux abandonner la résistance. Après tout, le rêve le plus doux du monde est le web que je tisse.",@Null@,Avatar: déverrouiller photo de profil,Empreintes : laisse des empreintes d'araignée partout où vous marchez.,@Null@,,,
196,Miranda,"Accorde-moi la sagesse et la force. Le soleil rouge ardent nourrit toutes choses. Moi, qui m'appelle la déesse du soleil, je prie sincèrement pour que la lumière de la vie ne s'éteigne jamais.",@Null@,Effets corporels : peut convertir dans le jeu et changer de forme,Avatar : déverrouiller la photo de profil,Effets corporels : le soleil brille sur le corps !,#cda5b0a Déformation: Cliquez sur le bouton Déformation à gauche pour changer la forme normale / glorieuse ! #n,,
197,Héros de l'Empereur,L'armure la plus solide de l'univers infini est l'empereur. Il est au-dessus du roi. La seule et première bête blindée.,@Null@,Effets corporels : peut convertir dans le jeu et changer de forme,Avatar : déverrouiller la photo de profil,Empreintes de pas : laissez des empreintes de pas de totem empereur partout où vous marchez.,#cda5b0a Transformer: Cliquez sur le bouton Transformer à gauche pour passer à la forme normale / ultime ! #n,,
198,Hu Xinyu,"Un maître des arts martiaux qui frappe et collectionne des trésors scintillants !
Ce sont tous mes préférés, des gros lingots et pièces de monnaie en cuivre au petit verre coquillage.
Montrez-moi votre sincérité et je partagerai mon éclat !",@Null@,Avatar : déverrouiller la photo de profil,Empreintes de pas : Des empreintes de pas de sac à main sont laissées partout où vous marchez.,@Null@,,,
199,Hu Xiaofeng,"Le vent a percé l'air. Le sang remua le cœur. Mettez-vous au défi. N'ayez pas peur ! Mettez-vous au défi ! Accrochez vos doigts, des milliers de mouvements, c'est parti !",@Null@,Avatar : déverrouiller la photo de profil,Empreintes de pas : Des empreintes de pas de tigre sont laissées partout où vous marchez.,@Null@,,,
200,Évelyne,"Traverser le ruisseau, marcher dans les montagnes, écouter les oiseaux chanter, sentir le parfum des fleurs sauvages. Si un papillon s'égare dans ma poche, n'ayez pas peur ! Je vais vous libérer.",@Null@,Avatar : déverrouiller la photo de profil,Effets corporels : Papillons roses flottant sur le corps.,@Null@,,,
201,Tyrin,"La vérité est cachée dans la jungle. Le mystère se cache derrière les collines. Les connaissances viennent du cerveau intelligent, mais la sagesse brille à travers la pratique !",@Null@,Avatar : déverrouiller la photo de profil,Effets corporels : Papillons orange flottant sur le corps.,@Null@,,,
202,Gel,"Des cheveux duveteux comme des nuages, des yeux scintillants comme des bijoux, des épingles à cheveux brillantes comme des papillons. Tu es aussi douce que de la barbe à papa ! Viens, fais-toi plaisir avec moi dans cette mer de nuages ​​légère et douce.",@Null@,Avatar : déverrouiller la photo de profil,Effets corporels : Guimauves flottant sur le corps.,#cda5b0a est limité à la sortie du coffret cadeau Dream Building #n,,,
203,Papillon Fleur Fée,@Null@,@Null@,Avatar : déverrouiller la photo de profil,Effets corporels : Papillons violets flottant sur le corps.,@Null@,,,
204,Héros de la flamme,"Le cinquième élément, le feu, a le plus de capacité et de potentiel.
La seule armure qui permet à deux personnes d'invoquer en même temps. C'est l'armure avec la consommation de capacité la plus lente.",@Null@,Avatar : déverrouiller la photo de profil,Empreintes de pas : Des empreintes de pas de Flame Hero sont laissées partout où vous marchez.,@Null@,,,
205,Reine de carnaval,"Les robes de danse incrustées d'innombrables diamants et paillettes brillaient d'or au soleil brillant; La reine du carnaval était en plein essor, chantant et danse à la musique de la danse. Les danseurs et les spectateurs oublient tous leurs problèmes dans le chant et la danse du carnaval.",@Null@,Avatar: déverrouiller photo de profil,Empreintes: laissez des empreintes de ruban colorées où que vous marchiez.,@Null@,,,
206,Bambou Dwen,"Le noir et le blanc sont les accords parfaits. Je t'aime toi et ton bambou vert ! Ne vous méprenez pas, je ne vous mangerai pas ~",@Null@,Avatar: déverrouiller photo de profil,@Null@,@Null@,,,
207,Héros du base-ball,"""Sur le terrain de baseball, la"" frappeur ""et le"" pichet ""sont tous deux incroyables.
Connu comme ""le flux de couteau double le plus puissant dans l'histoire"". """,@Null@,Avatar: déverrouiller photo de profil,Empreintes: laissez des empreintes de baseball partout où vous marchez.,@Null@,,,
208,Mota,"Nager librement dans les profondeurs de la mer.
Je suis le dépliant dans l'océan. Je suis le nageur le plus rapide du ciel.
Trouvez-moi et vous découvrirez la vérité.",@Null@,Avatar: déverrouiller photo de profil,Effets corporels : bulles tombant du corps.,#cda5b0a est limité à la sortie du coffret cadeau Dream Building #n,,,
209,Fleur de feu,"La fête du printemps approche et le bruit des feux d'artifice retentira toute la journée et toute la nuit.
Regardez, c'est un feu d'artifice ! Fais un vœu avec moi !",@Null@,Avatar: déverrouiller photo de profil,Effets corporels : fleurs roses flottant sur le corps.,@Null@,,,
210,Éclat,"Effectuez des tours de magie et réalisez votre souhait. Étoile, continue de briller. Écoutez nos souhaits !",@Null@,Avatar: déverrouiller photo de profil,Empreintes : laissez des empreintes d'étoiles partout où vous marchez.,@Null@,,,
211,balise,"Les tambours de guerre font rage. Où est mon ennemi ? Les feux de balise sont dans le ciel, gardant la patrie sans crainte de mort ou de blessure. La colère se transforme en intention de combat. La foi est toujours dans mon cœur, et le dragon qui tourne en rond finira par revenir !",Le déverrouillage des articles peut être acquis dans l'événement,Avatar: déverrouiller photo de profil,Effets corporels : étincelles flottant hors du corps.,@Null@,,,
212,Poète rêveur,"Wu peut monter à cheval et balancer des épées. Wen peut peindre et réciter des poèmes.
Elle est juste invincible !",@Null@,Avatar: déverrouiller photo de profil,Effets corporels : fleurs roses flottant sur le corps.,@Null@,,,
213,Capitaine de football,"Le garçon qui jouait autrefois pieds nus dans la rue est maintenant devenu un aigle imparable sur le terrain vert, dribblant le ballon, dépassant constamment et tirant fort. Créer l'histoire, mener son équipe à gagner une fois de plus.",@Null@,Avatar: déverrouiller photo de profil,@Null@,@Null@,,,
214,Shirley,"Des milliers d'années de vent et de neige soufflent un cœur qui n'est ni froid ni chaud. C'est une chance d'avoir un bonhomme de neige comme compagnon. Tout ce que je veux, c'est que la neige ne fonde pas.",@Null@,Avatar: déverrouiller photo de profil,Empreintes : laissez des empreintes de flocons de neige partout où vous marchez.,@Null@,,,
215,Boudi,"Budi vit dans la belle Asie du Sud-Est. La mode est synonyme pour lui.
Ce qu'il préfère, c'est rouler à moto le long de la côte et profiter de la brise marine avec ses amis.",@Null@,Avatar: déverrouiller photo de profil,@Null@,@Null@,,,
216,Déesse,"Dewi danse ce que sa grand-mère lui a appris quand elle était enfant. La danse ravive ses vieux souvenirs du soleil, de la brise marine et de l'odeur fraîche des feuilles de palmier.",@Null@,Avatar: déverrouiller photo de profil,@Null@,@Null@,,,
217,Porteur d'Ombre,"Un danseur rapide et précis caché dans l'ombre. Son agilité et sa capuche vert foncé sont ses caractéristiques. Les gens ne connaissent pas son nom. Ils savent seulement que sous l'ombre des étoiles et de la lune, il y aura une femme mystérieuse qui punira les méchants.",@Null@,Avatar: déverrouiller photo de profil,@Null@,@Null@,,,
218,Lotus Princess,"Le design de la princesse Lotus provient du travail de champion de conception de vêtements de vêtements Vietnamiens Vietnamien. Les jupes et les vestes courtes de Lolita se combinent mignonnes et belles, combinées à l'esthétique traditionnelle vietnamienne et aux éléments modernes. Traverser ancien et moderne, étape par étape, embrassez Jin Sui, juste pour vous rencontrer.",@Null@,Avatar: déverrouiller photo de profil,Effets spéciaux physiques: Lotus est dispersé sur le corps!,@Null@,,,
219,Lune de cauchemar,"Ses conflits avec sa sœur ont fait d'elle la princesse de la lune cauchemardesque. Après qu'une énergie harmonieuse l'ait influencée, elle a choisi de retourner aux côtés de sa sœur. Elle est très douce et a peur d'être seule. Elle est proche des gens de son royaume.",@Null@,Avatar: déverrouiller photo de profil,Effets corporels : Starlight flottant du corps.,@Null@,,,
220,Glicita,Le coin de la rue montre mes traces. Les graffitis enregistrent mes souvenirs. Il y a de l'amour livré derrière chacun de mes arts.,@Null@,Avatar: déverrouiller photo de profil,Empreintes de pas : laissez des empreintes de graffitis partout où vous marchez.,@Null@,,,
221,Lico,"Le graffiti était ma passion. J'ai exprimé mon ressenti à travers mes œuvres. Le graffiti est mon amour. Vaporisez-le, c'est du street art.",@Null@,Avatar: déverrouiller photo de profil,Empreintes de pas : laissez des empreintes de graffitis partout où vous marchez.,@Null@,,,
222,Nini réveillé,La plume d'aigle a balayé le ciel. Le sceptre faisait le tour du territoire. C'est mon honneur de protéger la sécurité de ma tribu !,@Null@,Avatar: déverrouiller photo de profil,Effets sur le corps : Particules d'énergie flottant du corps.,@Null@,,,
223,Kaka éveillé,"Sans feu, une bougie s'éteint. Une ambition peut-elle rester après toutes les épreuves ? Le jeune homme marche toujours seul !",@Null@,Avatar: déverrouiller photo de profil,Effets sur le corps : Particules d'énergie flottant du corps.,@Null@,,,
224,Cloche argentée,"Avec son esprit intelligent et ses recherches acharnées, Yinling a résolu le phénomène du lis venimeux de la vallée et est devenue une spécialiste de la conservation des plantes magiques et le symbole gardien du lis de platine. de la vallée dans le cœur des gens. Maintenant, elle explore plus de mystères des plantes magiques d'Arcane Star avec Hua Youyou !",,Photo de profil : Déverrouiller la photo de profil.,Empreintes de marche : Les empreintes de pas du lys platine de la vallée sont laissées là où vous marchez.,,,,
225,Creel,"Goûtez aux produits de glace Baiwei et explorez les secrets sur le bout de votre langue. 
 Des papilles de génie, qui se transforment en magie. 
 De nombreuses expériences ont atteint le perfectionnisme.",,Photo de profil : Déverrouiller la photo de profil.,Effets sur le corps : feuilles de citron et de menthe flottant !,#cda5b0a est limité à la sortie du coffret cadeau Dream Building #n,,,
226,Xing Tianxia,"Xingtian Armor est doué pour se battre avec la paume de sa main, donc la plupart de ses tours d'arts martiaux sont des techniques de paume. Parmi les trois armures, elle a des capacités moyennes et possède à la fois des capacités offensives et défensives. C'est aussi l'armure spéciale du capitaine de l'équipe de patrouille d'armure et joue un rôle clé dans l'équipe d'armure.",,Photo de profil : Déverrouiller la photo de profil.,Empreintes de marche : laissez les empreintes de pas du totem Xingtian là où vous marchez.,,,,
227,Aigle du vent,"L'armure de l'aigle du vent est un guerrier blindé avec le bleu comme couleur principale et l'aigle comme totem. Un guerrier formé par la combinaison de l'invocateur et de l'armure d'aigle du vent en bois. Parmi les cinq éléments, il appartient au bois, le plus rapide parmi les cinq guerriers, et c'est un guerrier de combat rapide.",,Photo de profil : Déverrouiller la photo de profil.,Empreintes de marche : laissez des empreintes de totem d'aigle du vent là où vous marchez.,#cda5b0a uniquement pour #n,,,
228,"Raiponce, Lola","Les pleurs sur le grand bâtiment, le son est dans mes oreilles, mais personne ne s'en soucie 
 La dure réprimande de Dieu est facile à obtenir, et il est toujours inévitable d'être dur. 
 Jusqu'à ce que le miracle soit parti et que l'ange s'en aille 
 Laissé seul et stérile, je ne sais combien d'années de réincarnation",,Photo de profil : Déverrouiller la photo de profil.,Effets sur le corps : Pétales et feuilles dérivant du corps !,,,,
229,Meijia,"Mei Jia, un fabricant d'armes et de mecha cool d'un temps et d'un espace mystérieux, regorge d'instruments de précision high-tech : le tissu de la veste est spécial et semble invulnérable , des mots densément éclairés clignotent sur les lentilles des lunettes de temps en temps, et l'étrange appareil qui se trouve derrière celui-ci contiendrait une énergie puissante. Il peut aussi être utilisé comme un canon en cas de besoin, ou... balancé vers le haut pour tabasser les méchants !",,Photo de profil : Déverrouiller la photo de profil.,Effets sur le corps : Des flashs mécaniques sur le corps !,,,,
230,Qimeng Linghu · Huayang,"Des cauchemars inoubliables couvrent le soleil, l'impermanence brise la jeunesse. Toucher les cordes du piano pour envoyer des mélodies et des pensées, la pluie tombe et les gens finissent par se disperser, et on ne s'est jamais revu depuis.",,"Changements spéciaux : Le jeu peut réaliser la fonction de changer les couleurs, changer la forme et l'état !",Cadre d'avatar et effets corporels : cadre d'avatar exclusif avec des camélias rouges clairs flottant !,#cda5b0a changement de couleur : Cliquez sur le bouton de changement de couleur gauche pour faire passer le renard à l'état naïf coquin. #n,"#cda5b0a changement de couleur : cliquez sur le bouton de changement de couleur gauche, vous pouvez passer le renard à l'état magnifique glamour. #n",#cda5b0a limité à la sortie du coffret cadeau Xinghui #n,
231,Qimeng Linghu · Huayang,"Je me souviens que les fleurs fleurissent partout dans les montagnes et que la chanson est pleine de prospérité. Les années ont passé près de la maison torii, quand il y avait des rires et du bruit, et la lumière du printemps fleurissait dans le yen.",,"Changements spéciaux : Le jeu peut réaliser la fonction de changer les couleurs, changer la forme et l'état !",Cadre d'avatar et effets corporels : cadre d'avatar exclusif avec de gros camélias rouges flottant !,#cda5b0a changement de couleur : Cliquez sur le bouton de changement de couleur gauche pour faire passer le renard à un état doux et fort. #n,"#cda5b0a changement de couleur : cliquez sur le bouton de changement de couleur gauche, vous pouvez passer le renard à l'état magnifique glamour. #n",#cda5b0a limité à la sortie du coffret cadeau Xinghui #n,
232,Qimeng Linghu · Huayang,"Portant mille pieds dans le monde, les cerisiers en fleurs tombent et le sang est régénéré. Cherchant la lueur printanière pour percer les nuages et le brouillard, rêvant de retourner au bord des vagues vertes, la ceinture verte reflète le visage juvénile.",,"Changements spéciaux : Le jeu peut réaliser la fonction de changer les couleurs, changer la forme et l'état !",Cadre d'avatar et effets corporels : cadre d'avatar exclusif avec des camélias rouge foncé flottant !,#cda5b0a changement de couleur : Cliquez sur le bouton de changement de couleur gauche pour faire passer le renard à un état doux et fort. #n,#cda5b0a changement de couleur : Cliquez sur le bouton de changement de couleur gauche pour faire passer le renard à l'état naïf coquin. #n,#cda5b0a limité à la sortie du coffret cadeau Xinghui #n,
233,Fille après-lueur,"Elle était autrefois une élève de la Princesse de l'Univers. Bien qu'elle ait pris un détour, elle s'est finalement reformée, a mis de côté ses vieilles rancunes, et s'est liée d'amitié avec ses anciens adversaires. Elle représente l'empathie dans le Yuan de l'Harmonie.",,Photo de profil : Déverrouiller la photo de profil.,Effets sur le corps : Ouverture de rémanence flottant autour du corps !,,,,
234,Trixie fille,"Trixie est une magicienne itinérante qui maîtrise toutes sortes de magie de scène et exécute une magie merveilleuse pour les poneys de tout le pays. Son joli symbole est la baguette magique étoile et lune, qui signifie ""truc"", afin qu'elle puisse apprendre n'importe quelle magie.",,Photo de profil : Déverrouiller la photo de profil.,Effets sur le corps : L'énergie magique dérive à travers votre corps !,,,,
235,Garçon d'armure brillant,"Shining Armor est le frère aîné de Twilight. Il a noué le noeud avec la princesse Yin Yun. Il est calme et responsable. Il gouverne maintenant l'Empire de Cristal avec la Princesse Yin Yun. Ses beaux symboles sont des boucliers et des étoiles dispersées, et son pouvoir magique est puissant.",,Photo de profil : Déverrouiller la photo de profil.,Effets corporels : des étoiles brillantes dérivant de votre corps !,,,,
236,Lumir,"Goûtez la glace à la crème et regardez les lumières briller. 
 Monter un manège, rire et crier ensemble. 
 L'imbrication photoélectrique, reflétant la joie du temps en ce moment !",,Photo de profil : Déverrouiller la photo de profil.,Effets sur le corps : les étoiles flottent !,,,,
237,Lucia,"Sentez le pop-corn et chassez et jouez ensemble. 
 Montez sur la grande roue et vous attraperez le soleil ! 
 Cœur à cœur, pas peur de la chaleur caniculaire et du soleil devant soi !",,Photo de profil : Déverrouiller la photo de profil.,Effets sur le corps : les étoiles flottent !,,,,
238,"Thumbelina, Tini","Petit corps, grand courage. 
 Attrapez des gaufres et attrapez des oiseaux, observez les poissons et chassez les chèvres. 
 Regardez-moi marcher dans la forêt et exécuter les secrets de la guérison !",,Photo de profil : Déverrouiller la photo de profil.,Effets sur le corps : L'énergie de guérison dérive à travers le corps !,#cda5b0a est limité à la sortie du coffret cadeau Dream Building #n,,,
239,Long Xiaobao,"Un grand sourire est l'arme emblématique de Xiaobao. 
 Les boulettes de lait doux éliminent les problèmes en un clic. 
 Les mascottes ne sont pas quelque chose que vous pouvez être si vous voulez être. 
 Tout d'abord, tu ne peux pas avoir moins de sucettes... Hé, tu ne peux pas être une sucette si tu me voles !",,Photo de profil : Déverrouiller la photo de profil.,Effets corporels : des points dorés de lumière flottant sur le corps !,,,,
240,Tang San,"Il n'y a pas d'esprits gaspillés, seulement des maîtres d'esprits gaspillés !",,Photo de profil : Déverrouiller la photo de profil.,Empreintes de marche : les empreintes de foudre sont laissées là où vous marchez.,#cda5b0a lien Douluo Continent habillent une action exclusive : faites preuve d'esprit martial ! #n,,,
241,Petite danse,"Bonjour, je m'appelle Xiao Wu, la danse de la danse.",,Photo de profil : Déverrouiller la photo de profil.,Effets sur le corps : Pétales roses flottant !,#cda5b0a lien Douluo Continent habillent une action exclusive : faites preuve d'esprit martial ! #n,,,
242,Comparez-en un à l'est,"Pour un homme fort, si vous ne pouvez pas le faire se rendre, il vaut mieux le laisser dormir pour toujours.",,Photo de profil : Déverrouiller la photo de profil.,Effets sur le corps : les plumes flottent !,#cda5b0a lien Douluo Continent habillent une action exclusive : faites preuve d'esprit martial ! #n,,,
243,Oscar,"Le vrai génie reçoit la gloire suprême dès sa naissance, et je passe ma vie à m'approcher de cette lumière.",,Photo de profil : Déverrouiller la photo de profil.,Empreintes de marche : laissez des empreintes de saucisses là où vous marchez.,#cda5b0a Douluo Continent Linkage Dress Up Action exclusive : Libérez Soul Skill ! #n,#cda5b0a uniquement pour #n,,
244,Ma Hongjun,N'avez-vous pas entendu dire qu'il y a des phénix dorés dans le nid d'herbe ?,Les objets déverrouillés peuvent être obtenus via l'événement,Photo de profil: Déverrouiller la photo de profil.,Empreintes de marche: laissez des empreintes de feu là où vous marchez.,#cda5b0a lien Douluo Continent habillent une action exclusive: faites preuve d'esprit martial ! #n,,,
245,Kiro,"Les cheveux du printemps pendent magnifiquement dans les nuages et les arbres, et en hiver, les roses sont enterrées et les branches attendent avec impatience le retour des hirondelles. 
 Le ciel va sur la terre, l'hiver va au printemps, 
 Vous souhaitez rejoindre cette expérience humaine ?",,Photo de profil : Déverrouiller la photo de profil.,Effets sur le corps : les fleurs de glycine flottent !,,,,
246,Dai Mubai,"Je veux devenir plus fort, assez fort pour vous protéger et protéger plus de gens.",@Null@,Photo de profil: Déverrouillez la photo de profil.,Effets sur le corps: La foudre sera émise par le corps !,#cda5b0a lien Douluo Continent habillent une action exclusive: faites preuve d'esprit martial ! #n,,,
247,Zhu Zhuqing,"Je ne veux pas vivre la vie arrangée par les autres, je veux me libérer, alors je dois devenir plus fort.",@Null@,Photo de profil: Déverrouillez la photo de profil.,Effets spéciaux du corps: des taches lumineuses violettes sont dispersées sur le corps !,#cda5b0a lien Douluo Continent habillent une action exclusive: faites preuve d'esprit martial ! #n,,,
248,Ning Rongrong,"Le passé ne peut pas être changé, même si je passe toute ma vie, je raviverai cette lumière !",@Null@,Photo de profil: Déverrouillez la photo de profil.,Effets sur le corps: Des points de lumière bleus flottent sur le corps !,#cda5b0a lien Douluo Continent habillent une action exclusive: faites preuve d'esprit martial ! #n,,,
249,La version est trop basse,,,,,,,,
250,La version est trop basse,,,,,,,,
251,"Le fantôme de la forêt tropicale, Huanxi","Écouter la voix du fond du cœur, lâcher son attachement à la perfection, 
 Soyez le centre de la foule et le fantôme dans les profondeurs de la forêt tropicale. 
 Sous l'écran de queue, à cet instant, je renaissais de mes cendres.",,"Changements d'éclairage : Façonnez avec l'éclairage ambiant dans la carte, cliquez sur le bouton à gauche pour afficher les instructions.","Fantôme : Lorsque la lumière ambiante est supérieure à 9, elle se transformera en un coucher de soleil crépusculaire, cliquez sur le bouton à gauche pour prévisualiser.","Actions exclusives : Il y a plusieurs actions exclusives dans la carte, cliquez sur le bouton à gauche pour prévisualiser les actions associées.",Cadre d'avatar : déverrouille automatiquement le cadre d'avatar dynamique lorsqu'il est obtenu.,,
252,McCormick,"Une fille steampunk qui croit en la technologie pour changer la vie et aime inventer. Vivante et ravissante en semaine, mais a un sérieux absolu et un dévouement à la science. Le plus grand rêve est de créer des ailes mécaniques qui peuvent permettre aux êtres humains de voler librement.",@Null@,Photo de profil: Déverrouillez la photo de profil.,Effets corporels: des taches dorées de lumière flottent sur le corps !,@Null@,,,
253,Eric White,"Le caractère rigoureux et sérieux fait qu'il ne fait confiance qu'à une théorie rigoureuse et à des résultats pratiques contrôlables. Après de nombreux calculs et expériences, Erubai croit fermement que l'avion est un moyen efficace pour réaliser le vol, et se moque de l'idée folle de Mei Kewen.",@Null@,Photo de profil: Déverrouillez la photo de profil.,Effets sur le corps: les engrenages flottent !,@Null@,,,
254,Rêve,"Prendre un bain dans le ciel et parler avec les étoiles. 
 Partez à la recherche de milliers de civilisations et explorez les mystères de l'univers. 
 Quelqu'un a demandé, quelle est la fin du monde ? 
 Je pense que le ciel étoilé est le miracle de la création.",@Null@,Photo de profil: Déverrouillez la photo de profil.,Effets sur le corps: L'énergie cosmique sort du corps !,@Null@,@Null@,@Null@,@Null@
255,Aigle tribal kaka,"La plume d'aigle frappa le ciel, et le sceptre fit le tour du territoire. 
 Protéger la sécurité de la tribu est ma mission honorée !",@Null@,Photo de profil: Déverrouillez la photo de profil.,Effets sur le corps: la fluorescence verte flotte du corps !,@Null@,@Null@,@Null@,@Null@
256,Chef tribal Nini,"La bougie s'éteint sans feu, et la cire est partie. 
 Toutes sortes de difficultés, l'ambition existe toujours ? 
 Même si le vent souffle, le garçon marche seul !",@Null@,Photo de profil: Déverrouillez la photo de profil.,Effets de corps: Il y a des étoiles qui flottent sur le corps !,@Null@,@Null@,@Null@,@Null@
257,La version est trop basse,,,,,,,,
258,La version est trop basse,,,,,,,,
259,La version est trop basse,,,,,,,,
260,La version est trop basse,,,,,,,,
261,La version est trop basse,,,,,,,,
262,La version est trop basse,,,,,,,,
263,La version est trop basse,,,,,,,,
264,La version est trop basse,,,,,,,,
265,La version est trop basse,,,,,,,,
266,La version est trop basse,,,,,,,,
267,La version est trop basse,,,,,,,,
268,La version est trop basse,,,,,,,,
269,La version est trop basse,"En été, la neige illimitée est fouillée, et au solstice d'hiver, Suoji saute avec des feux d'artifice. 
 J'ai entendu les applaudissements tonitruants de milliers de personnes, et je n'ai pas eu peur de huer et de ricaner pendant un moment. 
 Derrière le crépuscule, c'est moi, dansant avec le coucher de soleil.",,"Changements d'éclairage : Façonnez avec l'éclairage ambiant dans la carte, cliquez sur le bouton à gauche pour afficher les instructions.","Fantôme : Transformez-vous en Fantôme de la forêt tropicale lorsque la lumière ambiante est inférieure ou égale à 9, cliquez sur le bouton à gauche pour prévisualiser.","Actions exclusives : Il y a plusieurs actions exclusives dans la carte, cliquez sur le bouton à gauche pour prévisualiser les actions associées.",Cadre d'avatar : déverrouille automatiquement le cadre d'avatar dynamique lorsqu'il est obtenu.,,
270,Gudong,"Le poêle de boue rouge s'enroule de parfum, transportant toutes sortes de feux d'artifice dans le monde. 
 Utilisez des ingrédients pour guérir le corps et l'esprit et apaiser les émotions avec de la fumée. 
 Le goût merveilleux qui ne peut être arrêté fait crier les gens: 
 Si fraîche, si épicée, la patronne ajoute des légumes !",@Null@,Photo de profil: Déverrouillez la photo de profil.,Effets spéciaux du corps: Il y a des ingrédients qui flottent sur le corps !,@Null@,@Null@,@Null@,@Null@
271,"Orange douce crème, bruyère",,,,,,,,
272,"Étang en plein été, bourgeons peints",,,,,,,,
273,Mihe,"L'haleine un peu aigre stimule la pointe des papilles, 
 La pulpe verte engendre des granulés sucrés. 
 Tu me demandes si c'est aigre ? 
 Je pense que ce sont les changements dans la nature.",,Photo de profil : Déverrouiller la photo de profil.,Effets sur le corps : Kiwi flottant !,,,,
274,Azusa kaki,"Le vent d'automne enroule les feuilles d'or, 
 Le parfum s'enfouissait dans le bout du nez des piétons. 
 Chaque fois que cette situation se produit, 
 C'est la saison de la maturation des kakis.",,Photo de profil : Déverrouiller la photo de profil.,Effets sur le corps : les feuilles de kaki flottent autour du corps !,,,,
275,Kelly,,,,,,,,
276,Robe de neige,"Le fil blanc vole, la jupe fleurit, 
 Le rideau de bactéries qui volent dans la forêt, la sporulation éparse, 
 C'est tout le goût du bonheur.",,Photo de profil : Déverrouiller la photo de profil.,Effets corporels : fleurs blanches et plumes dérivant !,,,,
277,Bambou Sheng,"Les mensonges sont tourmentés, les illusions envahissent, 
 Le sourire sous le rideau blanc, le câlin intime, 
 C'est un peu réel et un peu masqué.",,Photo de profil : Déverrouiller la photo de profil.,Effets corporels : fleurs blanches et plumes dérivant !,,,,
